P_trans,C_Case01,e_conf,case_01_contact_mode,population_contact_mode,model_variant,likelihood_exact,likelihood_minimum,acceptance_rate_exact,mean_onward_infections,source_dir,source_file
0.0058807254014874,93.11946782797888,0.0448624783734982,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.3404299685514557e-19,1.4131072203595112e-19,0.05552,7.55464,calibration_daily,00038_MV_daily_contacts_parameter_results.csv
0.055241554736378,118.48212081013922,0.8175238090749504,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,0.0,0.0,139.42712,calibration_daily,00039_MV_daily_contacts_parameter_results.csv
0.0164105148370657,1.8323638943345568,0.4240577070466907,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,5.3281939831213e-22,5.329274402759529e-22,0.0042,2.38016,calibration_daily,00039_MV_daily_contacts_parameter_results.csv
0.0230514140745647,109.60099497487654,0.7427131971819395,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,2.2501879584601905e-25,0.0,54.23328,calibration_daily,00040_MV_daily_contacts_parameter_results.csv
0.0140758331550478,16.907501786001827,0.110431779741213,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,9.280974095129212e-21,1.0461751623652026e-20,0.03864,6.48952,calibration_daily,00040_MV_daily_contacts_parameter_results.csv
0.0129500247386719,13.824763944688346,0.35104136001916,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,4.111496908655453e-21,4.80928577053442e-21,0.0226,4.67808,calibration_daily,00041_MV_daily_contacts_parameter_results.csv
0.0068832090432602,58.40488786998759,0.7579658010200141,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,8.570521877107742e-20,8.92322625261081e-20,0.02984,5.72984,calibration_daily,00041_MV_daily_contacts_parameter_results.csv
0.01638108143385,15.584305661099208,0.2207271671627678,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.0937516312946388e-20,1.1585114185703176e-20,0.04728,7.54876,calibration_daily,00042_MV_daily_contacts_parameter_results.csv
0.0341401769658549,87.09830473741036,0.5340689264191589,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,0.0,2.0633113117946673e-34,0.0,80.06312,calibration_daily,00042_MV_daily_contacts_parameter_results.csv
0.0204251349737103,86.09926440938455,0.5035785467056907,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.9035160393568934e-21,2.0955795641609537e-21,0.00076,39.7014,calibration_daily,00043_MV_daily_contacts_parameter_results.csv
0.0196129056435857,103.14142659277864,0.955048434546148,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,5.846774050425721e-22,6.004089756489409e-22,0.0002,39.226,calibration_daily,00043_MV_daily_contacts_parameter_results.csv
0.0058173915290045,57.9289497474421,0.6407966899336789,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,4.2222232921405255e-20,4.3551663354444514e-20,0.01664,4.68636,calibration_daily,00044_MV_daily_contacts_parameter_results.csv
0.0071122239966485,24.75111106816533,0.0422941089437242,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,3.375590736181321e-21,3.778267273629449e-21,0.00672,3.24228,calibration_daily,00044_MV_daily_contacts_parameter_results.csv
0.0139057111377731,10.30229011724861,0.4337073511752495,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,2.6293779763955818e-21,2.8752853403142216e-21,0.01536,4.11524,calibration_daily,00045_MV_daily_contacts_parameter_results.csv
0.0148454813252255,116.41364749499137,0.589027090213884,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,4.17727122877116e-21,4.613603449007852e-21,0.0018,31.75572,calibration_daily,00045_MV_daily_contacts_parameter_results.csv
0.0139007701338963,98.7543154108246,0.0801423692803905,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.7750379448865458e-20,1.928560167958263e-20,0.00752,27.41072,calibration_daily,00046_MV_daily_contacts_parameter_results.csv
0.0283390842701516,17.120063972898507,0.7513535948394416,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.5542114048594268e-20,1.7898170413495742e-20,0.04676,16.02788,calibration_daily,00046_MV_daily_contacts_parameter_results.csv
0.0209917661654819,81.93789504966087,0.9389966032617804,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,4.0961393967594515e-21,4.487642327178454e-21,0.00132,35.43792,calibration_daily,00047_MV_daily_contacts_parameter_results.csv
0.0115187083201894,81.35553317769929,0.3005349664256223,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,1.1083885664856237e-19,1.194758221107952e-19,0.04868,16.78936,calibration_daily,00047_MV_daily_contacts_parameter_results.csv
0.008122616104254,74.92407709731297,0.7502310278420276,variable,daily_lognormal,daily_lognormal_contacts_case01_fixed_rate,2.0320704567589785e-19,2.145459584262337e-19,0.06784,9.15364,calibration_daily,00048_MV_daily_contacts_parameter_results.csv
