P_trans,C_Case01,e_conf,case_01_contact_mode,population_contact_mode,contact_meanlog,contact_median,likelihood_exact,likelihood_minimum,acceptance_rate_exact,mean_onward_infections,source_dir,source_file
0.0133720296383632,18.813178122026837,0.7941590468497884,variable,lognormal,2.197225,9.00000380397483,3.5376565810208784e-20,3.7409622660789525e-20,0.04052,7.66328,calibration_sensitivity_9,00001_MV_parameter_results_meanlog_2.197225.csv
0.0203027644190153,35.941555291960555,0.1590615657546385,variable,lognormal,2.197225,9.00000380397483,1.2314222120741907e-20,1.3829112290019963e-20,0.01296,30.01516,calibration_sensitivity_9,00001_MV_parameter_results_meanlog_2.197225.csv
0.0167530052252732,94.31579888313422,0.0790358312761481,variable,lognormal,2.197225,9.00000380397483,0.0,5.131128064962012e-26,0.0,53.5254,calibration_sensitivity_9,00002_MV_parameter_results_meanlog_2.197225.csv
0.0172653600801691,112.72767470499272,0.6083597174265549,variable,lognormal,2.197225,9.00000380397483,0.0,5.631866089389861e-40,0.0,59.86236,calibration_sensitivity_9,00002_MV_parameter_results_meanlog_2.197225.csv
0.0135654921994679,107.32536345129388,0.702828539834035,variable,lognormal,2.197225,9.00000380397483,3.279255252717498e-24,3.288952178842533e-24,4e-05,42.07944,calibration_sensitivity_9,00003_MV_parameter_results_meanlog_2.197225.csv
0.0143240512984073,116.37386708561144,0.4682056508697147,variable,lognormal,2.197225,9.00000380397483,0.0,2.6263760428984774e-33,0.0,52.15408,calibration_sensitivity_9,00003_MV_parameter_results_meanlog_2.197225.csv
0.003175529026549,1.566168253969411,0.3750856127116852,variable,lognormal,2.197225,9.00000380397483,0.0,6.051142950675581e-36,0.0,0.38316,calibration_sensitivity_9,00004_MV_parameter_results_meanlog_2.197225.csv
0.0209136965422362,47.74864288533061,0.5009240931244966,variable,lognormal,2.197225,9.00000380397483,7.387437540747935e-21,8.070496359703093e-21,0.00432,35.55932,calibration_sensitivity_9,00004_MV_parameter_results_meanlog_2.197225.csv
0.0498946985900251,103.71631266019592,0.2368244983925376,variable,lognormal,2.197225,9.00000380397483,0.0,0.0,0.0,137.67932,calibration_sensitivity_9,00005_MV_parameter_results_meanlog_2.197225.csv
0.0129719102177925,4.250956575334315,0.1719837825389269,variable,lognormal,2.197225,9.00000380397483,6.357179520023739e-22,6.416661141875116e-22,0.01088,3.28936,calibration_sensitivity_9,00005_MV_parameter_results_meanlog_2.197225.csv
0.0021693113158192,97.8739458909904,0.0724879590855948,variable,lognormal,2.197225,9.00000380397483,1.6978049234064574e-20,1.7289785309611488e-20,0.00684,3.97464,calibration_sensitivity_9,00006_MV_parameter_results_meanlog_2.197225.csv
0.0235158149024347,47.4764401014824,0.1644164658113927,variable,lognormal,2.197225,9.00000380397483,2.1473114617475053e-21,2.2999925636482377e-21,0.00104,45.38184,calibration_sensitivity_9,00006_MV_parameter_results_meanlog_2.197225.csv
0.0511513814939814,63.45481447366809,0.1573781917272832,variable,lognormal,2.197225,9.00000380397483,0.0,0.0,0.0,117.01308,calibration_sensitivity_9,00007_MV_parameter_results_meanlog_2.197225.csv
0.0082283678899165,42.76719292713701,0.1861598971347405,variable,lognormal,2.197225,9.00000380397483,6.776681786740381e-20,7.241767616219933e-20,0.05256,8.90672,calibration_sensitivity_9,00007_MV_parameter_results_meanlog_2.197225.csv
0.0306427570878978,73.97298939752169,0.269001118655803,variable,lognormal,2.197225,9.00000380397483,0.0,0.0,0.0,81.96228,calibration_sensitivity_9,00008_MV_parameter_results_meanlog_2.197225.csv
0.0095908399149191,68.64395531719278,0.8998918200005498,variable,lognormal,2.197225,9.00000380397483,2.1141103685842605e-19,2.1901942069097027e-19,0.06052,15.29168,calibration_sensitivity_9,00008_MV_parameter_results_meanlog_2.197225.csv
0.0154862327400139,23.26354127081652,0.2148071709349975,variable,lognormal,2.197225,9.00000380397483,2.3209306400921803e-20,2.5208127079287394e-20,0.04716,13.81176,calibration_sensitivity_9,00009_MV_parameter_results_meanlog_2.197225.csv
0.0121064307085125,14.537006240958114,0.7496163914082513,variable,lognormal,2.197225,9.00000380397483,1.0612311821203388e-20,1.1432968705467132e-20,0.02412,5.48364,calibration_sensitivity_9,00009_MV_parameter_results_meanlog_2.197225.csv
0.0079833472972125,9.912199542298923,0.5266421074988321,variable,lognormal,2.197225,9.00000380397483,1.2067002008736397e-21,1.3099164345972444e-21,0.00596,2.40748,calibration_sensitivity_9,00010_MV_parameter_results_meanlog_2.197225.csv
0.0164756798776367,9.200382379081598,0.1246244976703215,variable,lognormal,2.197225,9.00000380397483,2.465018892899275e-21,2.5651570860618866e-21,0.03056,7.71952,calibration_sensitivity_9,00010_MV_parameter_results_meanlog_2.197225.csv
0.0046774913662376,54.947411780907736,0.1957629454279232,variable,lognormal,2.197225,9.00000380397483,3.9720455543395214e-20,4.163847360487473e-20,0.02264,5.16804,calibration_sensitivity_9,00011_MV_parameter_results_meanlog_2.197225.csv
0.0197449273588487,115.50642658112837,0.3323494963038822,variable,lognormal,2.197225,9.00000380397483,0.0,1.6070369025255715e-46,0.0,74.12216,calibration_sensitivity_9,00011_MV_parameter_results_meanlog_2.197225.csv
0.025919460517468,22.782007183362406,0.7606403897889866,variable,lognormal,2.197225,9.00000380397483,1.9079691361987816e-20,2.121403714209344e-20,0.02516,24.28972,calibration_sensitivity_9,00012_MV_parameter_results_meanlog_2.197225.csv
0.021722353861327,62.992213881221765,0.9051746097027747,variable,lognormal,2.197225,9.00000380397483,1.941915334372666e-21,2.0307499794035846e-21,0.00068,40.67184,calibration_sensitivity_9,00012_MV_parameter_results_meanlog_2.197225.csv
0.0125560524033166,19.620649445295967,0.8046843065705441,variable,lognormal,2.197225,9.00000380397483,3.9542783216475655e-20,4.206929381073041e-20,0.04108,7.22216,calibration_sensitivity_9,00013_MV_parameter_results_meanlog_2.197225.csv
0.0152155852813779,69.10008642779823,0.5845118570428308,variable,lognormal,2.197225,9.00000380397483,1.2772872575355175e-20,1.3835936942209227e-20,0.00444,31.04544,calibration_sensitivity_9,00013_MV_parameter_results_meanlog_2.197225.csv
0.0060960483804814,28.83823420835072,0.0366608976579602,variable,lognormal,2.197225,9.00000380397483,7.644575415174327e-21,8.189051063690835e-21,0.01564,4.12472,calibration_sensitivity_9,00014_MV_parameter_results_meanlog_2.197225.csv
0.0095092708754099,49.84603077644225,0.9883362678238636,variable,lognormal,2.197225,9.00000380397483,2.4766472858177845e-19,2.545035542174791e-19,0.0692,10.66936,calibration_sensitivity_9,00014_MV_parameter_results_meanlog_2.197225.csv
0.0117992451681214,116.56575939111504,0.8857134763263735,variable,lognormal,2.197225,9.00000380397483,4.516825616221391e-22,4.519886780775087e-22,0.00016,38.01948,calibration_sensitivity_9,00015_MV_parameter_results_meanlog_2.197225.csv
0.0086186322624082,63.02161127280812,0.8677943433027017,variable,lognormal,2.197225,9.00000380397483,2.5956581593252633e-19,2.697902992490663e-19,0.07348,12.19388,calibration_sensitivity_9,00015_MV_parameter_results_meanlog_2.197225.csv
0.0198586141353374,95.4449337924906,0.4696101461017687,variable,lognormal,2.197225,9.00000380397483,0.0,3.6402440451255526e-30,0.0,61.29844,calibration_sensitivity_9,00016_MV_parameter_results_meanlog_2.197225.csv
0.024778869897326,83.74243190621064,0.7512814988247329,variable,lognormal,2.197225,9.00000380397483,0.0,2.991338644494092e-29,0.0,64.5776,calibration_sensitivity_9,00016_MV_parameter_results_meanlog_2.197225.csv
0.00897484523571,97.69396674076512,0.8679910722787646,variable,lognormal,2.197225,9.00000380397483,5.081376032201358e-20,5.2860178772573154e-20,0.01936,21.62156,calibration_sensitivity_9,00017_MV_parameter_results_meanlog_2.197225.csv
