P_trans,C_Case01,e_conf,case_01_contact_mode,population_contact_mode,contact_meanlog,contact_median,likelihood_exact,likelihood_minimum,acceptance_rate_exact,mean_onward_infections,source_dir,source_file
0.0258086114359034,40.07418712257366,0.5441557688826734,variable,lognormal,3.044522,20.99999080781013,1.421535825577128e-37,2.9030152658878015e-23,0.00012,87.3206,calibration_sensitivity_21,00001_MV_parameter_results_meanlog_3.044522.csv
0.0150097015093354,70.09103846008327,0.9183287409294344,variable,lognormal,3.044522,20.99999080781013,1.2186313838192756e-21,1.2756110976080921e-21,0.0004,52.88472,calibration_sensitivity_21,00001_MV_parameter_results_meanlog_3.044522.csv
0.0061384675409582,91.94385320361069,0.4993147350644741,variable,lognormal,3.044522,20.99999080781013,4.379248652845554e-20,4.7839777801406784e-20,0.02344,23.44228,calibration_sensitivity_21,00002_MV_parameter_results_meanlog_3.044522.csv
0.0143288035368636,71.30424115994614,0.5084444721808311,variable,lognormal,3.044522,20.99999080781013,1.2683173643577227e-23,3.0756664689551913e-23,8e-05,62.41684,calibration_sensitivity_21,00002_MV_parameter_results_meanlog_3.044522.csv
0.0146588634468169,9.426191525777092,0.2215618810031737,variable,lognormal,3.044522,20.99999080781013,2.0374162411886716e-23,2.482958491131132e-23,0.02096,18.18384,calibration_sensitivity_21,00003_MV_parameter_results_meanlog_3.044522.csv
0.0095757723340625,108.69365691400998,0.3232181537201096,variable,lognormal,3.044522,20.99999080781013,4.290304827301796e-22,4.513235930615724e-22,8e-05,55.00376,calibration_sensitivity_21,00003_MV_parameter_results_meanlog_3.044522.csv
0.0029709209183727,28.47990004128517,0.9490646013373568,variable,lognormal,3.044522,20.99999080781013,1.4905767328140393e-21,1.5595175085920273e-21,0.00436,2.11388,calibration_sensitivity_21,00004_MV_parameter_results_meanlog_3.044522.csv
0.0310038703327352,53.20771848938004,0.1766741501863943,variable,lognormal,3.044522,20.99999080781013,0.0,0.0,0.0,124.68652,calibration_sensitivity_21,00004_MV_parameter_results_meanlog_3.044522.csv
0.016211196657191,29.368427784716,0.0610517251250707,variable,lognormal,3.044522,20.99999080781013,4.716276208770777e-22,6.682679855760405e-22,0.00528,50.05772,calibration_sensitivity_21,00005_MV_parameter_results_meanlog_3.044522.csv
0.0019394016584799,95.07731860156804,0.3173232247470002,variable,lognormal,3.044522,20.99999080781013,3.160675818285869e-20,3.290173578925323e-20,0.0214,4.66168,calibration_sensitivity_21,00005_MV_parameter_results_meanlog_3.044522.csv
0.0017098726821506,98.34680001586104,0.289291539085945,variable,lognormal,3.044522,20.99999080781013,2.3606447249217962e-20,2.459704681050649e-20,0.01304,4.1056,calibration_sensitivity_21,00006_MV_parameter_results_meanlog_3.044522.csv
0.001421525316006,51.40677815699205,0.9420397437028442,variable,lognormal,3.044522,20.99999080781013,2.606211474410851e-22,2.657022737300064e-22,0.00024,1.3866,calibration_sensitivity_21,00006_MV_parameter_results_meanlog_3.044522.csv
0.0042302041693546,58.17773631006068,0.4986414111613557,variable,lognormal,3.044522,20.99999080781013,3.5098452318133293e-20,3.7153580741686384e-20,0.04492,8.09528,calibration_sensitivity_21,00007_MV_parameter_results_meanlog_3.044522.csv
0.0092544822544238,113.30114916416566,0.1409254685899941,variable,lognormal,3.044522,20.99999080781013,2.605476670653968e-22,2.941561715899107e-22,0.00016,57.74156,calibration_sensitivity_21,00007_MV_parameter_results_meanlog_3.044522.csv
0.0069293337187178,113.814347675028,0.0526981559259521,variable,lognormal,3.044522,20.99999080781013,5.538697381943231e-21,5.892446729445242e-21,0.00224,40.31488,calibration_sensitivity_21,00008_MV_parameter_results_meanlog_3.044522.csv
0.0183950304664801,8.046377281748383,0.2628987222141013,variable,lognormal,3.044522,20.99999080781013,1.027479297593336e-22,1.1669648287775966e-22,0.01928,23.94156,calibration_sensitivity_21,00008_MV_parameter_results_meanlog_3.044522.csv
0.0162733235973243,29.543236637864947,0.0193408010338317,variable,lognormal,3.044522,20.99999080781013,4.840354718953598e-22,5.094384104435907e-22,0.00616,50.55656,calibration_sensitivity_21,00009_MV_parameter_results_meanlog_3.044522.csv
0.007916365405585,24.25638473218492,0.8195754314038788,variable,lognormal,3.044522,20.99999080781013,1.0887259792252416e-20,1.1474726028770564e-20,0.03784,8.97796,calibration_sensitivity_21,00009_MV_parameter_results_meanlog_3.044522.csv
0.0026200968927361,15.89146048867281,0.5202880796858476,variable,lognormal,3.044522,20.99999080781013,2.795808443713205e-22,2.795937295655021e-22,0.00152,1.21776,calibration_sensitivity_21,00010_MV_parameter_results_meanlog_3.044522.csv
0.0122756052363045,18.32599249269591,0.6547906826904257,variable,lognormal,3.044522,20.99999080781013,2.537698893525041e-21,2.8272296203375378e-21,0.0284,16.88304,calibration_sensitivity_21,00010_MV_parameter_results_meanlog_3.044522.csv
0.0021230573633708,119.664903165039,0.1612240460364384,variable,lognormal,3.044522,20.99999080781013,1.0166777015503988e-19,1.0785170309350849e-19,0.05276,7.58636,calibration_sensitivity_21,00011_MV_parameter_results_meanlog_3.044522.csv
0.0061364442531813,55.79544138626212,0.8962050107461816,variable,lognormal,3.044522,20.99999080781013,8.197029947896447e-20,8.619747389258381e-20,0.053,12.16216,calibration_sensitivity_21,00011_MV_parameter_results_meanlog_3.044522.csv
0.0192715176444227,39.958481033960126,0.2742948644701993,variable,lognormal,3.044522,20.99999080781013,2.92066118774569e-23,8.16324873293285e-23,0.00072,70.16444,calibration_sensitivity_21,00012_MV_parameter_results_meanlog_3.044522.csv
0.0089870393425307,49.33618261141231,0.3578784305127542,variable,lognormal,3.044522,20.99999080781013,9.610836474987427e-21,1.0492172687331632e-20,0.02352,25.28972,calibration_sensitivity_21,00012_MV_parameter_results_meanlog_3.044522.csv
0.0173303725860586,29.03801416343573,0.135404570489599,variable,lognormal,3.044522,20.99999080781013,5.825478701783784e-23,8.110283831466482e-23,0.005,52.86076,calibration_sensitivity_21,00013_MV_parameter_results_meanlog_3.044522.csv
0.0223434613987043,19.35998385248943,0.3495019655798953,variable,lognormal,3.044522,20.99999080781013,4.742501905153636e-22,4.797562975209853e-22,0.00476,54.96412,calibration_sensitivity_21,00013_MV_parameter_results_meanlog_3.044522.csv
0.0176293174756268,63.41700131263395,0.8104512514353375,variable,lognormal,3.044522,20.99999080781013,1.0463071544848494e-21,1.06725089142945e-21,0.00036,64.87536,calibration_sensitivity_21,00014_MV_parameter_results_meanlog_3.044522.csv
0.0074072416748483,85.90654421810694,0.4663653146932784,variable,lognormal,3.044522,20.99999080781013,1.7676946872904942e-20,1.9377903105909126e-20,0.0108,29.43532,calibration_sensitivity_21,00014_MV_parameter_results_meanlog_3.044522.csv
0.0327478435289842,90.24879062264776,0.7263509893744007,variable,lognormal,3.044522,20.99999080781013,0.0,0.0,0.0,133.43736,calibration_sensitivity_21,00015_MV_parameter_results_meanlog_3.044522.csv
0.0089266499792579,48.08704049865207,0.7792756618991198,variable,lognormal,3.044522,20.99999080781013,2.9728405692951376e-20,3.1928460909243956e-20,0.03428,20.19356,calibration_sensitivity_21,00015_MV_parameter_results_meanlog_3.044522.csv
0.005629168081744,65.460495505122,0.0185527354505408,variable,lognormal,3.044522,20.99999080781013,3.013618363706622e-20,3.275156360739141e-20,0.03924,16.58748,calibration_sensitivity_21,00016_MV_parameter_results_meanlog_3.044522.csv
0.0159456524876344,88.2299637759733,0.7655703871195471,variable,lognormal,3.044522,20.99999080781013,0.0,1.611923432843123e-24,0.0,72.85,calibration_sensitivity_21,00016_MV_parameter_results_meanlog_3.044522.csv
0.0053487931850094,115.88675277619696,0.8230161087312435,variable,lognormal,3.044522,20.99999080781013,6.499785834303391e-20,6.854121551159607e-20,0.02008,22.81928,calibration_sensitivity_21,00017_MV_parameter_results_meanlog_3.044522.csv
0.0100732022596764,91.68578089020195,0.1998141680290741,variable,lognormal,3.044522,20.99999080781013,1.4681091324941526e-21,1.6360824319494564e-21,0.0004,52.36684,calibration_sensitivity_21,00017_MV_parameter_results_meanlog_3.044522.csv
0.0175702612274559,90.8633817265289,0.1003663274950501,variable,lognormal,3.044522,20.99999080781013,0.0,4.831967917875642e-37,0.0,99.971,calibration_sensitivity_21,00018_MV_parameter_results_meanlog_3.044522.csv
0.0059652941620823,26.34105767086408,0.8817513804632473,variable,lognormal,3.044522,20.99999080781013,9.67605972226604e-21,1.0227112274524344e-20,0.03168,5.927,calibration_sensitivity_21,00018_MV_parameter_results_meanlog_3.044522.csv
0.0075694550145821,117.2520198243019,0.0837617682661011,variable,lognormal,3.044522,20.99999080781013,1.3202528457771201e-21,1.4375887403319413e-21,0.00036,46.59356,calibration_sensitivity_21,00019_MV_parameter_results_meanlog_3.044522.csv
0.0145030019500712,70.55397440400279,0.7482873959081543,variable,lognormal,3.044522,20.99999080781013,3.582078774066515e-22,4.2561119904952885e-22,0.00044,56.4218,calibration_sensitivity_21,00019_MV_parameter_results_meanlog_3.044522.csv
0.0116099731786706,91.34858007819534,0.5592419413655845,variable,lognormal,3.044522,20.99999080781013,4.375305885809529e-22,6.152657809762253e-22,0.0002,55.66704,calibration_sensitivity_21,00020_MV_parameter_results_meanlog_3.044522.csv
0.0006459475989264,114.5716597193581,0.8421677613853497,variable,lognormal,3.044522,20.99999080781013,0.0,3.745493884942832e-24,0.0,1.51552,calibration_sensitivity_21,00020_MV_parameter_results_meanlog_3.044522.csv
